url,character,full_description,clothing_description
https://dragonball.fandom.com/wiki,Damira,"
Like all EX-Fusions, Damira shares traits of his fusees, other than the Metamo-Ring on his left arm. His suit is red, with a blue spiked cape. Damira displays a blue Dark Empire logo on a black tight. He also wears black wristbands. His horns are more forward-pointing than Dabura's.

Though Mira wasn't using his Super Mira form before fusing, Damira only appears in the form. Thus his pupils are yellowish-green, his sclera is red, and his white hair spikes up. Damira lacks Dabura's Majin mark indicating the EX-Fusion is free of Babidi's influence.

",His suit a blue spiked cape black wristbands His horns his sclera his white hair spikes up.
https://dragonball.fandom.com/wiki,Barlot,"
Barlot's hair is slightly different from his fusees, as the hair tips are up but the original look is kept. He keeps the red headband Bardock usually is seen with. He wears Goku's shirt and the underneath one but the colors are black and beige, respectively, and the armor appears above, colored with white and black with details being orange. Barlot also wears Bardock's red wristband with the Metamo Ring on his left arm. He is also seen wearing a red belt and dark blue pants. And finally, he also keeps Bardock's red anklets and a pair of dark boots with its end being orange. Because Bardock never lost his tail, Baroto retains it.

",Barlot's hair hair the red headband Goku's shirt and the underneath one the armor Bardock's red wristband a red belt and dark blue pants dark boots his tail
https://dragonball.fandom.com/wiki,Coolieza,"
Coolieza has the appearance of Frieza in Cooler's fifth form, due to being a fusion with fifth form Cooler. Coolieza wears a [[Metamo-Ring]] on his left arm.

",
https://dragonball.fandom.com/wiki,Perfect 16,"
Perfect 16's face is like [[Android 16]] but his body is like [[Cell]], he also has his hair like Android 16 and wears Cell's [[Bio Suit]] fused with 16's armor with the [[Red Ribbon Army]] symbol on his chest.

",his hair like Android 16 16's armor with the [[Red Ribbon Army]] symbol on his chest
https://dragonball.fandom.com/wiki,Android 1617,"
Android 1617 has the facial features of Android 17, and instead of [[17's Scarf]], wears a headband reminiscent of it, under hair that combines 17's bangs with Android 16's spiky tops. 1617 also dons Android 16's vest, and wears the signature [[Metamo-Ring]] that all EX-Fusions wear to maintain their fusion. He wears jeans that, unlike Android 17's, aren't ripped.

","a headband reminiscent of it hair that combines 17's bangs with Android 16's spiky tops Android 16's vest jeans that, unlike Android 17's, aren't ripped"
https://dragonball.fandom.com/wiki,Android 1718,"
Android 1718 resembles Android 17 for the most part. His hair is neatly combed, except for long right bangs and a single left bang in front, reminiscent of his fusees' hairstyles. He wears his [[Metamo-Ring]] and Android 17's scarf over a black version of Android 18's vest. He also wears jean shorts with the tears on them retained from Android 17's ripped jeans. 1718 also wears boots similar to those worn by Android 18.

","His hair long right bangs and a single left bang in front, reminiscent of his fusees' hairstyles scarf Android 18's vest jean shorts Android 17's ripped jeans boots similar to those worn by Android 18"
https://dragonball.fandom.com/wiki,Turtz,"
Turtz has Turles' skin color and armor, and Raditz's hair with a single bang reminiscent of Turles sticking out in the front. He wears the signature Metamo-Ring that keeps him fused on his left arm, and Raditz's accessory leg band. Due to Raditz possessing a tail, Turtz also retains one. His visor appears to be a combined scouter that is red like Turles' scouter.

",armor Raditz's hair with a single bang reminiscent of Turles sticking out in the front accessory a tail His visor a combined scouter that is red like Turles' scouter
https://dragonball.fandom.com/wiki,Ginyuza,"
Ginyuza has Frieza's appearance with Ginyu's facial features and armor. He also wears a [[Metamo-Ring]] on his left arm.

",armor
https://dragonball.fandom.com/wiki,Picohan,"
Picohan has dark and light-green skin, possessing Piccolo's pointy ears and Pikkon's facial features. He has a large crest on his forehead, under a combination of Piccolo and Pikkon's turbans (the shape of Piccolo's with the golden circle on Pikkon's).

Picohan dons Pikkon's white robes and Piccolo's purple Demon Gi, complete with shoulder pauldrons and a red belt with Pikkon's golden circle in the middle. He wears Pikkon's boots with Piccolo's shoe color. He also has Pikkon's [[Halo]] over his head.

","a large crest on his forehead Pikkon's white robes and Piccolo's purple Demon Gi, complete with shoulder pauldrons and a red belt with Pikkon's golden circle in the middle Pikkon's boots with Piccolo's shoe color"
https://dragonball.fandom.com/wiki,Arale 18,"
Arale 18 has Android 18's stern eyes, and Arale's wavy purple hair with a red headband with a single wing on the left side. She wears her Metamo-Ring like a bracelet. Her outfit resembles Android 18's with red sleeves.

",Android 18's stern eyes Arale's wavy purple hair with a red headband with a single wing on the left side a bracelet Her outfit red sleeves
https://dragonball.fandom.com/wiki,EX Gogeta,"
EX Gogeta's hair appears akin to Goku's [[Super Saiyan]] hair. His outfit is unique, as it combines a different armor design for the top with the bottom part of his armor flowing into white robes. EX Gogeta dons the [[Metamo-Ring]] and white armbands over an orange form-fitting long-sleeved shirt. He wears Vegeta's boots, and retains a tail due to [[Vegeta Saga]] Vegeta being one of the fusees (though gameplay-wise formed from those iterations of Goku and Vegeta, the EX Gogeta formed from post-[[Dragon Ball Z: Resurrection ‘F’|Resurrection ‘F’]] Goku and Vegeta also shares this appearance).

","
EX Gogeta's hair hair His outfit armor the top with the bottom part of his armor flowing into white robes white armbands over an orange form-fitting long-sleeved shirt Vegeta's boots a tail"
https://dragonball.fandom.com/wiki,Future Zamasu,"
[[File:Zamas.png|thumb|left|Future Zamasu]]
Future Zamasu bears an identical appearance to his counterpart. He is fairly tall and lean in build with pale green skin, gray irises, and a tall white Mohawk that curves forward to hang over the right side of his face. He wears a slim violet long-sleeve shirt, baggy blue pants, white boots, a dark grey Supreme Kai vest with yellow trimming, and a pale blue sash folded over his abdomen. Unlike his alternate timeline counterpart, he also possesses dark lines around his eyes and wears a green Potara earring on his left ear, given to him by Goku Black, as opposed to a normal orange earring on each ear.

","his counterpart a slim violet long-sleeve shirt, baggy blue pants, white boots, a dark grey Supreme Kai vest with yellow trimming, and a pale blue sash folded over his abdomen his alternate timeline counterpart his eyes a green Potara earring a normal orange earring on each ear"
https://dragonball.fandom.com/wiki,Mechikabura,"
[[File:Super Dragon Ball Heroes World Mission - Character Sticker - Mechikabura 1.png|thumb|150px|left|Mechikabura in his old age]]
[[File:Drak_King_shift.jpg|thumb|Mechikabura shifts into his Dark King state]]
Mechikabura initially appears as a very aged member of the [[Demon Realm race]], he has pale blue skin and white hair, his eyes are black with red irises. Mechikabura wears an outfit similar to [[Demigra]]'s; however, it is primarily red in color with a black cape and pants. He also has purple Potara-like earrings and a long staff.

After wishing to be in the prime of his youth, Mechikabura loses his wrinkled appearance and no longer hunches. His hair is much longer and his eyes are red with grey irises. Mechikabura's attire changes, resembling a Supreme Kai's, but red and black; he also gains green Potara earrings.
{{-}}

",white hair his eyes an outfit similar to [[Demigra] a black cape and pants purple Potara-like earrings and a long staff His hair his eyes attire green Potara earrings
https://dragonball.fandom.com/wiki,Goku Black,"
His original appearance is the same as his [[Future Zamasu|future timeline counterpart]], being an above-average height Kai of slim built and green skin, and with a white Mohawk. However, after killing his former master, Gowasu, he wore his matching set of green with gold chains [[Potara]] earrings. After Goku Black's wish to switch bodies with [[Goku (Goku Black's timeline)|Goku]] from the unaltered main timeline within Universe 7 was granted by Super Shenron from the unaltered main timeline within Universe 6, the Saiyan body underwent some physical changes. While Goku Black is still essentially identical, he has a slightly darker skin tone and more ""defined"" eyes, along with a somewhat skinnier physique. His hair is also a noticeably dark shade of black with only four front spikes and three back ones. While initially wearing his Supreme Kai attire, he soon after his wish to switch bodies with the Saiyan was granted began wearing a dark grey vest, a long-sleeved black undershirt with a turtleneck, a red sash, black pants and pointy white boots. He also gave the right Potara earring to his future counterpart while still wearing the other earring on his left ear. In the anime, he also wears a [[Time Ring]] on his right index finger, while in the manga, his counterpart is entrusted with wearing it. Also, in the manga, he has thick black outlines around his eyes, similar to those who fell under the control of [[Babidi]]'s [[Manipulation Sorcery]].

","his [[Future Zamasu|future timeline counterpart gold chains [[Potara]] earrings. more ""defined"" eyes His hair only four front spikes and three back ones his Supreme Kai attire a dark grey vest, a long-sleeved black undershirt with a turtleneck, a red sash, black pants and pointy white boots the right Potara earring his future counterpart the other earring on his left ear his counterpart his eyes"
https://dragonball.fandom.com/wiki,Karoly Black,"
Karoly Black retains Broly's muscular build, but has facial features reminiscent of Goku Black, along with his skin tone and superior smirk. He dons Black's green [[Potara]] on his left ear, and wears a dark jumpsuit, with a gray and red version of Broly's sash over it. Karoly Black retains Broly's wristbands, necklace, and belt, and wears Black's boots. His hair is a mix of his fusee's [[Legendary Super Saiyan]] and Super Saiyan Rosé forms.

","a dark jumpsuit Broly's sash over it Broly's wristbands, necklace, and belt Black's boots His hair"
https://dragonball.fandom.com/wiki,Xeno Vegeks,"
Xeno Vegeks's hair is similar to [[Gotenks]]', as he possesses Trunks' lilac hair on the sides of the head, but it differs in style, being wide-opened and having two long bangs. Xeno Vegeks adopts Xeno Vegeta's Time Patrol Battle Armor along with the lower part of Xeno Trunks coat. He also wears green Potara earrings.

","
Xeno Vegeks's hair Trunks' lilac hair two long bangs Xeno Trunks coat green Potara earrings"
https://dragonball.fandom.com/wiki,Fused Zamasu,"
[[File:Fusion Zamasu Full Body.jpg|thumb|left|Fused Zamasu's first appearance]]
The fusion heavily resembles Future Zamasu, yet supplemented with various traits of Goku Black, including Goku Black's height and build. He possesses Future Zamasu's green skin, gray irises, and white hair; however, his face has more of Goku Black's jawline. He has Future Zamasu's eye shape, but with dark lines under the bottom eyelids and somewhat smaller ears. The fusion's hairstyle looks mostly like Goku Black's as [[Super Saiyan Rosé]] (Fused Zamasu himself is in the Super Saiyan Rosé form in all of his appearances in all ''Dragon Ball'' media, with the exception of his Infinite Zamasu form in the ''Dragon Ball Super'' anime), but with a long protruding bang over the right side of his face, representing Zamasu's mohawk.

He wears the original present [[Gowasu (Goku Black's timeline)|Gowasu's]] green Potara earrings on both ears and Supreme Kai's clothing that is nearly identical to Future Zamasu's, but with Goku Black's color-scheme, undershirt and red sash. He also wears a [[Time Ring]] (in the anime only) on his right index finger.

With his fused body being an unbalanced mix, while his semi-immortal body struggles to properly heal from damage, his body's damaged sections mutate into a purple and slimy substance, which happened to the entire right half of his body. It also caused the sclera of his right eye to turn yellow and his pupil to turn purplish-red. When Fused Zamasu used Light of Divine Justice, it caused his right arm to grow massive.

[[File:Mecha Zamasu.png|thumb|left|Fused Zamasu as a Core Area Warrior]]
In ''Dragon Ball Heroes'', as a Core Area Warrior, Fused Zamasu's clothing was damaged on the right side and so wore gear similar to the other warriors, including an eye patch over his right eye.
{{-}}

","white hair Goku Black's jawline The fusion's hairstyle Zamasu's mohawk Potara earrings on both ears and Supreme Kai's clothing that is nearly identical to Future Zamasu's, undershirt and red sash the sclera of his right eye Fused Zamasu's clothing gear similar to the other warriors, including an eye patch over his right eye"
https://dragonball.fandom.com/wiki,EX Gotenks,"
EX Gotenks has a hairstyle similar to his fusion dance counterpart, though the hair colors are inverted and he has two bangs that hang down instead of Gotenks' widow's peak. Due to Goten and Trunks' hair colors being inverted, EX Gotenks' eyebrows are not black like Gotenks' and have Trunks' hair color instead. Like all EX-Fusions, his clothing is a fusion of Goten and Trunks' clothing instead of the Metamoran clothing worn by his counterpart. He also wears a single [[Metamo-Ring]] (created from Goten and Trunks' Metamo-Rings fusing) on his left arm which allows him to remain fused as long as he wears it.

",a hairstyle similar to his fusion dance counterpart hair two bangs that hang down instead of Gotenks' widow's peak hair hair his clothing Goten and Trunks' clothing instead of the Metamoran clothing worn by his counterpart
https://dragonball.fandom.com/wiki,Dr. Lychee,"
Dr. Lychee is an elderly man with long white hair, similar to [[Dr. Gero]]'s and a abundant beard. Before dying in front of his [[Hatchiyack]] creation, Dr. Lychee wore a simple brown outfit with a pair of gloves and boots.

After his exile on the [[Dark Planet]], now a [[Ghost Warrior]], Dr. Lychee completely changes his appearance. His skin turns bluish and he wears a white armor of large green shirts. His face is also different, now he has a red eye, while the other is white, and the attributes of his hair turn dark gray.

","long white hair, similar to a abundant beard a simple brown outfit with a pair of gloves and boots a white armor of large green shirts his hair"
https://dragonball.fandom.com/wiki,Great Jaco,"
Great Jaco's possesses Great Saiyaman's physique and Jaco's features. He wears his own version of the [[Great Saiyaman Suit]] formed by Jaco's Galactic Patrol uniform fusing with the Great Saiyaman 1 Suit. Great Jaco's suit resembles Great Saiyaman 1's but has a different coloration and features the Galactic Patrol logo on the suit's belt. Great Jaco's [[Great Saiyaman Watch]] is the same color as his cape.

",Jaco's Galactic Patrol uniform fusing with the Great Saiyaman 1 Suit Great Jaco's suit the suit's belt his cape
https://dragonball.fandom.com/wiki,Future Zeno,"
Future Zeno is very short and small, with a rather large oval-shaped head. He primarily has sky blue skin, except for two sections from his ears to the middle of each eye on both sides of his head, which are purple. He has small round eyes, and small rounded grey ""ears"". His main attire is a magenta and yellow lined coat, with yellow pants and magenta shoes. He wears a black and white shirt underneath, with the kanji for ""all"" (全) on the front. He typically has a blank expression on his face.

","small round eyes His main attire a magenta and yellow lined coat, with yellow pants and magenta shoes black and white shirt"
https://dragonball.fandom.com/wiki,Jierra,"
Jierra appears to be in his True Form though he is slightly shorter in this form than Frieza or Cooler. In addition to his [[Bio Suit]] armor, he wears [[Metamoran]]-style pants similar to Gogeta or Gotenks and a pair of black boots ('''General Blue Costume''').

",armor [[Metamoran]]-style pants similar to Gogeta or Gotenks and a pair of black boots ('''General Blue Costume''')
https://dragonball.fandom.com/wiki,Maki (Future timeline),"
Maki is a little girl with black hair. She wears a pink, dirty dress along with a green hat given to her by [[Future Mai|Mai]].

","black hair a pink, dirty dress along with a green hat given to her by ["
https://dragonball.fandom.com/wiki,Reguldo,"
Reguldo has [[Guldo]]'s facial features and extra eyes with [[Recoome]]'s hair. He wears brown and white [[Battle Armor]] and boots.

",extra eyes hair boots
https://dragonball.fandom.com/wiki,Jacunks,"
Janks has Future Trunks' hair and Jaco's facial features and Galactic patrolmen armor. He wears purple pants and white boots.

",Future Trunks' hair and Jaco's facial features and Galactic patrolmen armor purple pants and white boots
https://dragonball.fandom.com/wiki,Demon King Daccolo,"
As a fusion of King Piccolo and Dabura, Daccolo has Dabura's Majin mark on his forehead and King Piccolo's ""Demon"" kanji symbol on his chest. His outfit is a fusion of King Piccolo's [[Demon Clothes]] and Dabura's Clothes. He wears the fused [[Metamo-Ring]] created by Dabura and King Piccolo's Metamo-Rings fusing as a result of EX-Fusion on his left wrist. He has King Piccolo's green skin and red markings around his cheeks and lighter green skin around his nose and mouth, though his antennae have fused with Dabura's horns which are larger than Dabura's horns.

",His outfit his antennae Dabura's horns which are larger than Dabura's horns
https://dragonball.fandom.com/wiki,Kibeer Kai,"
Kibeer Kai has long purple hair with his cat ears sticking out of them. He also has regular ears with the [[Potara]] on them. He wears a mix of the Supreme Kai and God of Destruction outfit. He also wears the [[Metamo-Ring]] on his left arm.

",long purple hair with his cat ears sticking out of them outfit
https://dragonball.fandom.com/wiki,Rappa,"
Rappa has Nappa's facial features and facial hair, but with Raditz's long spiky hair and [[Battle Armor]]. Unlike [[Natz|his Fusion Dance counterpart]], Rappa lacks a [[Scouter]] and wears a single [[Metamo-Ring]] on his left forearm. He also possesses a Saiyan [[Tail]] which he wraps around his waist just like both his fusee do.

",facial hair Raditz's long spiky hair and [[Battle Armor] [Natz|his Fusion Dance counterpart]]
https://dragonball.fandom.com/wiki,Great Satanman,"
Great Satanman wears his own version of Gohan's [[Great Saiyaman Suit]] complete with helmet though it barely conceals his afro and mustache features he inherits from Mr. Satan. The suit features a black bodysuit with an open chest like Mr. Satan. He wears the pants of Mr. Satan's [[Gi]]. Like Great Saiyaman's other EX-Fusions, Great Satanman wears his own [[Great Saiyaman Watch]] over his left-hand glove.

",helmet his afro and mustache features The suit a black bodysuit the pants of Mr. Satan's [[Gi]] his left-hand glove
https://dragonball.fandom.com/wiki,Gomas,"
Gomas retains Kid Goku's small stature, and sports a mischievous grin as a result of fusion with Zamasu. His spiky hair is a bit floaty (similar to the hairstyle of Ultra Instinct). Gomas wears an orange and purple variant of Zamasu's outfit, with black sleeves and a light-blue belt. Gomas wears his Metamo-Ring over his left sleeve, and dons the same red-orange Potara earrings worn by Zamasu.

",His spiky hair the hairstyle of Ultra Instinct Zamasu's outfit black sleeves and a light-blue belt his left sleeve the same red-orange Potara earrings worn by Zamasu
https://dragonball.fandom.com/wiki,Cocoa Amaguri,"
Appropriately, she has dark colored eyes and chestnut hair. She is seen wearing a small ponytail with some bangs sticking out. She also wears a brown type of dress with a short dark-light green jacket. For her role in the Saiyaman movie, she is seen with a cute pink dress with small touches, long white gloves, and a cute red bow.

","dark colored eyes and chestnut hair a small ponytail some bangs sticking out dress a short dark-light green jacket a cute pink dress with small touches, long white gloves, and a cute red bow"
https://dragonball.fandom.com/wiki,Rumsshi,"
Rumsshi is a thin and pink skinned humanoid elephant with wide ears, sharp blue sclera eyes and a pair of short tusks. He wears clothing which resembles that of the ancient Egyptian royalty just like the other Gods of Destruction, complete with a black and orange collar with white lining on both edges and a triangular symbol on it. He also wears golden bangles and arm rings.

","sharp blue sclera eyes and a pair of short tusks clothing which resembles that of the ancient Egyptian royalty just like the other Gods of Destruction, complete with a black and orange collar with white lining on both edges and a triangular symbol on it arm rings"
https://dragonball.fandom.com/wiki,Kusu,"
Kusu is a short humanoid who, despite being the Grand Minister's eldest child, bares the appearance of an early teen girl with pale blue skin and white hair, just like the other Angels although she wears it as a single braided side pigtail and her hair combed in the 80/20 ratio. She carries her [[Angel Attendant's Staff]] in her right hand. Like the rest of angels, she has a large light blue halo around her neck. Her attire consists of purple robes, a black cuirass, and a pink sash. Unlike her sisters Vados and Marcarita, who wear high heels, Kusu wears black winklepicker-like shoes with white spats like those worn by her brother's.

","white hair her hair Her attire purple robes, a black cuirass, and a pink sash high heels black winklepicker-like shoes with white spats like those worn by her brother's"
https://dragonball.fandom.com/wiki,Caulifla,"
Caulifla is a short girl (slightly taller than Cabba) of slender build and fair complexion. She wears a low cut magenta tube top revealing her belly, low-set purple harem pants, long dark grey wristbands, and a pair of pointy dark grey shoes. Her hair is long, wild, and spiky. In the anime, Caulifla's eyes are narrow yet big, with large black pupils, as well as thin eyebrows. In the manga, Caulifla's eyes are squarish, being rounded while Super Saiyan and in Toriyama's art.

","a low cut magenta tube top revealing her belly, low-set purple harem pants, long dark grey wristbands, and a pair of pointy dark grey shoes Her hair Caulifla's eyes Caulifla's eyes"
https://dragonball.fandom.com/wiki,Bergamo,"
[[File:U9charactersTOP_(2).png|thumb|left]]
Bergamo is the oldest, tallest and most muscular member of the Trio of Danger.

He has steel-blue-colored fur and wears a red scarf, bandages on both forearms, armbands on both arms, brown pants with a belt, and a pair of light brown boots that are tightened up with three belts each.

It is possible Bergamo, Lavender, and Basil from Universe 9 are of the same species as [[Majora]] and [[Shosa]] from their counterpart Universe 4.

Like his brothers, Bergamo's general appearance resembled that of a humanoid canid, in Bergamo's case he resembles a Grey Wolf.

","steel-blue-colored fur a red scarf bandages on both forearms, armbands on both arms, brown pants with a belt, and a pair of light brown boots that are tightened up with three belts each their counterpart"
https://dragonball.fandom.com/wiki,Basil,"
[[File:DB_Basil.png|thumb|left|]]
Basil has red fur and wears a torn muffler, black gloves and red boots. His eyes were yellow and turn purple when in his muscular state. His body was also bulkier in that state as well as his fur turning more of a pinkish color. He resembles a Maned Wolf which has the appearance of a fox sporting long legs.
{{-}}

",red fur black gloves and red boots His eyes his fur
https://dragonball.fandom.com/wiki,Lavender,"
[[File:DB_Lavenda.png|thumb|left|]]
Lavender has gold fur with a white muzzle and chest. He wears green pants with suspenders, and sports a slightly sadistic and deranged facial expression, though it is most likely to be fierce. His build is hunched-over and lanky, with seemingly abnormally long arms. He seems to be very short, due to the fact that he is almost always slouching, because of this, he appears to be only two thirds the size of Gohan, and while standing still he appears to be as short as half the size. Nevertheless, while fighting, it is shown he is actually roughly the same size as his opponent. He most closely resembles a Coyote.

",gold fur with a white muzzle and chest green pants suspenders
https://dragonball.fandom.com/wiki,Dyspo,"
[[File:Dyspo.png|thumb|left|Dyspo's full appearance]]
Dyspo is slim, purple, and hairless with wide, elongated pointed ears, similar to Cornish Rex and {{w|Sphynx (cat)|Sphynx cats}} in appearance. His eyes are bulging and yellow. Dyspo heavily resembles [[Beerus]], though they share no relation. He has rabbit-like front teeth, unlike Beerus's more pointed, catlike teeth and also seems to lack a tail. He wears a red and black form-fitting suit and tall white boots, like the rest of his Pride Trooper teammates.

","His eyes a tail a red and black form-fitting suit and tall white boots, like the rest of his Pride Trooper teammates"
https://dragonball.fandom.com/wiki,Sidra,"
[[File:Cidra.png|thumb|left]]
Sidra is a short and pudgy olive green skinned individual with long, orange hair, a mustache and a beard. He has a humanoid appearance with traits resembling a Viking. Unlike [[Champa]], a God of Destruction with a similar build, he wears a white short-sleeved shirt under his God of Destruction attire, which is purple in color.
{{-}}

","long, orange hair, a mustache and a beard a white short-sleeved shirt attire, which is purple in color"
https://dragonball.fandom.com/wiki,Belmod,"
Belmod is a tall pale humanoid of scrawny build that bears resemblance to a clown - in that he has chalk white skin, a half bald head with orange hair which sticks out like two large puffs on each side, a large red round nose, and big red lips. He has thick vertical blue lines running over both his eyes each which have thick black out-linings. 

Belmod wears a multicolored pink and blue variety of the traditional God of Destruction attire. Unlike the other Gods of Destruction seen, his vest boarders are gold colored instead of white, a trait only shared with [[Sidra]].

Before becoming a Destroyer God, Belmod wore the standard Pride Trooper attire. While still slim in frame, had a noticeably more muscular built and had a full head of hair.

",orange hair which sticks out like two large puffs on each side both his eyes attire vest gold colored instead of white the standard Pride Trooper attire hair
https://dragonball.fandom.com/wiki,Roh,"
Roh is a short humanoid with a lean build and light green skin with a flat, barely visible, nose. Like most other Shinjin, he has pointed ears. He wears red Potara Earrings and his white hair is styled in a mohawk. His eyes are purple and he wears traditional Supreme Kai clothing. 

",his white hair a mohawk His eyes traditional Supreme Kai clothing
https://dragonball.fandom.com/wiki,Marcarita,"
Marcarita is a tall female angel, she greatly resembles her sister [[Vados]] but she kept her hair as twin ponytails with a small bang on each side of her forehead. She wears the standard angel attire, with purple sleeves, a black cuirass with the same orange and white decorations as Belmod, and a red sash. Like other angels she wields a scepter with a floating gem on it

","her hair twin ponytails with a small bang on each side of her forehead the standard angel attire, with purple sleeves, a black cuirass with the same orange and white decorations as Belmod, and a red sash a scepter a floating gem on it

"
https://dragonball.fandom.com/wiki,Mohito,"
Mohito is a very tall and slim individual. He has pale blue skin like most Angels and shoulder length white hair parted at the middle. He wears black and blue robes with designs similar to [[Whis]] and carries a staff.

",shoulder length white hair parted at the middle black and blue robes a staff
https://dragonball.fandom.com/wiki,Khai,"
Khai is a short Shinjin with lavender skin and black eyes. His white hair is styled in a slicked back mohawk and he is wearing gold and green [[Potara]] earrings. His Supreme Kai garb consists of a red vest with yellow trimming, a green long-sleeved shirt, black baggy pants, a blue sash tied around his waist and a cloth underneath his vest of the same color. He also wears plain white Supreme Kai boots.

","black eyes His white hair a slicked back mohawk gold and green [[Potara]] earrings. His Supreme Kai garb a red vest with yellow trimming, a green long-sleeved shirt, black baggy pants, a blue sash tied around his waist and a cloth underneath his vest of the same color plain white Supreme Kai boots"
https://dragonball.fandom.com/wiki,Heles,"
[[File:HellesA.png|thumb|left]]
Heles is a human-like woman described as being extraordinarily beautiful. She is a very slender yet curvaceous in frame with light brown skin, large green eyes (along with dark turquoise eye shadow), red lipstick, and black hair with gold beads at the end. Her design resembles a mixture of {{w|Nefertiti}} and {{w|Cleopatra}}. Her clothes have the same style as the other Gods of Destruction. She wears what appears to be ancient Egyptian apparel: a headdress, a dark turquoise sash, and a white skirt.

","large green eyes (along with dark turquoise eye shadow), red lipstick, and black hair with gold beads at the end Her clothes a headdress, a dark turquoise sash, and a white skirt"
https://dragonball.fandom.com/wiki,Sour,"
Sour is a very tall and slim individual. He has pale blue skin like most Angels and shoulder length white hair resembling [[Kibito Kai]]'s. He wears black and yellow robes with designs similar to [[Whis]] and carries a staff.

",shoulder length white hair black and yellow robes a staff
https://dragonball.fandom.com/wiki,Jiren,"
[[File:Jiren.png|thumb]]
Jiren is a tall humanoid with an extremely muscular and well-defined build. He has a large, sleek head similar in shape similar to the folkloric aliens known as the Greys. His legs are rather short compared to his upper body, which is probably a race trait. He has gray skin, big round black eyes with enlarged pupils and dark grey sclera, flat round ears, and a barely visible flat nose. Jiren wears the uniform of the Pride Troopers, consisting of a red, spandex suit with black sections around the collar and legs, white gloves, and white boots.
{{-}}

","big round black eyes with enlarged pupils and dark grey sclera, flat round ears, and a barely visible flat nose the uniform of the Pride Troopers a red, spandex suit with black sections around the collar and legs white gloves, and white boots"
https://dragonball.fandom.com/wiki,Arak,"
Arak is a tan and somewhat wrinkly humanoid with large purple eyes and an emaciated frame. He has red hair in a mohawk and does not have a nose, but he does have nostrils. He has whiskers on his face, ear holes instead of ears and large purple lips. Arak wears very similar clothing to other Gods of Destruction such as [[Beerus]].

",large purple eyes and an emaciated frame red hair a mohawk whiskers on his face very similar clothing
https://dragonball.fandom.com/wiki,Iwan,"
Iwan is a short anthropomorphic being with pointy pink ears. His whole face, except for his small, black pupil eyes, is covered in black fur. Similar to [[Sidra]], he wears a white shirt and a God of Destruction vest, along with a small hat. His true form under fur is described as ""resembling Shiva in Hinduism"" in the Japanese official website.

","his small, black pupil eyes black fur a white shirt and a God of Destruction vest a small hat fur"
https://dragonball.fandom.com/wiki,Ogma,"
Ogma has light pink skin with white spiky hair and is overweight. She wears two green Potara earrings and a dark red and green variant of the traditional Kai attire.

",white spiky hair two green Potara earrings and a dark red and green variant of the traditional Kai attire
https://dragonball.fandom.com/wiki,Mule,"
[[File:Tournamentofpower (28).png|thumb|left|The full appearance of Mule's robot, Mosco.]] Mule is a tiny pale-red, imp-like creature with black horns, a long thin tail, and wears a green, black and white striped version of the typical God of Destruction outfit, along with a pair of brown shoes with golden braces around the heels.

Mule primarily operates inside an old large pale-green robot named Mosco, with a singular golden eye that also wears the same coloured God of Destruction attire. Mosco has a round hatch on its stomach that allows Mule to enter and exit from, as well as small oval window that he can look out from.

","black horns, a long thin tail outfit brown shoes with golden braces around the heels attire"
https://dragonball.fandom.com/wiki,Quitela,"
[[File:U4charactersTOP (1).png|thumb|left|Quitela's full design.]]
Quitela is a small yellow anthropomorphic mouse with large round ears, a thin tail, and a black outline around his eyes. He wears a green striped variation of the typical God of Destruction attire.

{{-}}

","a thin tail, and a black outline around his eyes attire"
https://dragonball.fandom.com/wiki,Giin,"
Giin is a tall fish or merman like humanoid with red iris eyes and two fin-shaped ears. Giin wears a dark purple variant of the ancient Egyptian looking attire all Gods of Destruction wear, with a triangle as his collar symbol. He is the only God of Destruction who looks like a conditioned warrior, having a noticeably muscular build. 

",red iris eyes and two fin-shaped ears the ancient Egyptian looking attire collar
https://dragonball.fandom.com/wiki,Awamo,"
Awamo is a short humanoid with pale blue skin and white hair, just like the other Angels although he wears it in a quiff style. He carries a short scepter with a gem that floats above it, he holds it in his right hand. Around his neck is a small light blue ring. His attire consists of pink robes, a black cuirass, and a dark green sash. Either his appearance or personality resembles a bodhisattva.&lt;ref name","white hair a short scepter a gem that floats above it a small light blue ring His attire pink robes, a black cuirass, and a dark green sash"
https://dragonball.fandom.com/wiki,Camparri,"
Camparri bears the resemblance with the rest of the angels with his blue skin, purple eyes, white hair and a halo floating around his neck. He has a large nose, cheekbones and a fairly large mouth. His hair is slicked back and tends to wear a somewhat smug face. His attire consists of a dark orange robe, a black cuirass with the same two white and orange triangles pointing downwards decorations as Mosco and an olive green sash. He wields a staff in his right hand -possibly meaning this is his dominant hand- in which staff's shaft is white in color.

","purple eyes, white hair and a halo floating around his neck His hair His attire a dark orange robe, a black cuirass with the same two white and orange triangles pointing downwards decorations as Mosco and an olive green sash a staff which staff's"
https://dragonball.fandom.com/wiki,Cognac,"
Like the other Angels, Cognac has pale blue skin, white hair, and blue eyes. His hair is fashioned into a large pompadour. He wears wine-red robes and a black vest with an orange rectangle running down the center. He appears to be right-handed, as he holds his staff in his right hand.

","white hair, and blue eyes His hair a large pompadour wine-red robes and a black vest with an orange rectangle running down the center his staff"
